,Query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords,log_query_len,box_query_len
21802,select * from  ( select anybody from lying ) ,0,0,3,0,0,9,0,0,1,0,0,32,0,0,2,3.80666248977032,5.101693885125393
27511,select top 3 * from before,0,0,1,0,0,5,0,0,1,0,0,19,1,0,2,3.258096538021482,4.179397132269193
9752,"-5832""  )   or 1650  =  9011--",0,1,6,1,0,5,0,1,3,0,0,2,12,0,0,3.4011973816621555,4.412867051146341
17965,8773,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
12570,gilda6@mytanga.om,0,0,2,0,0,0,0,0,0,0,0,14,1,0,0,2.833213344056216,3.514446415767603
27350,"select * from careful where lift between ""ground"" and    ""history""",0,4,5,0,0,9,0,1,1,0,0,49,0,0,1,4.189654742026425,5.791153910047609
1945,"1'+  (  select 'gqsk' where 3087  =  3087 union all select null,null,null,null--",3,0,11,1,0,11,0,0,3,4,0,45,9,4,2,4.382026634673881,6.152384767567401
20319,select top 3 * from pet,0,0,1,0,0,5,0,0,1,0,0,16,1,0,2,3.1354942159291497,3.983240309714999
5629,"-9606%""   )    )     )   union all select 8572,8572,8572,8572,8572,8572,8572,8572,8572--",0,1,16,1,0,7,1,0,3,0,0,14,40,0,1,4.477336814478207,6.33517588983859
6133,select   (  case when   (  7385  =  8723  )   then 7385 else 7385*  (  select 7385 from information_schema.character_sets  )   end  )  #,0,0,12,0,0,21,0,0,1,0,0,65,20,1,2,4.912654885736052,7.2034003052594375
19935,select current_time (  )  + 1;,0,0,5,0,0,5,0,0,1,0,0,17,1,0,1,3.4011973816621555,4.412867051146341
2938,"-6599%""   )    )    or make_set  (  9354  =  9354,7185  )   and    (    (   ""%""  =  """,0,4,17,0,0,15,2,2,1,0,0,12,16,0,0,4.442651256490317,6.268357393526619
18927,fontanarejo,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2.3978952727983707,2.8749024412290907
9740,-7273%'   )    )    order by 1#,1,0,6,0,0,5,1,0,1,0,0,7,5,0,1,3.4339872044851463,4.467059038127735
12423,carlie,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
26957,"select * from baseball where evidence between ""throat"" and    ""weight""",0,4,5,0,0,9,0,1,1,0,0,53,0,0,1,4.248495242049359,5.900560584269694
17999,askam@maxtienda.er,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,2.8903717578961645,3.6015010896570807
27091,select count ( * )  as what,0,0,3,0,0,6,0,0,1,0,0,17,0,0,2,3.295836866004329,4.240494654101009
26630,select top 50 percent * from differ,0,0,1,0,0,6,0,0,1,0,0,26,2,0,2,3.555348061489413,4.669921102482963
13908,95642019s,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
16488,con10e4t2,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,2.19722457733622,2.593591245490939
19619,select * from customers  where customername like '%a';,2,0,5,0,0,7,1,0,1,0,0,41,0,0,1,3.9889840465642745,5.42506920217274
29939,from  ( select distinct airplane from flow ) ,0,0,2,0,0,8,0,0,0,0,0,34,0,0,1,3.80666248977032,5.101693885125393
23623,"   select prepare, worth+ ', ' + composed+ ' ' + respect+ ', ' + close as eat  from right",6,0,15,0,0,19,0,0,6,0,0,52,0,0,1,4.48863636973214,6.357017110069445
8531,"1 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  # urzg",0,0,40,0,0,48,0,6,0,2,0,76,27,9,0,5.472270673671475,8.404348585639235
17515,leopolda,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
20742,select * from business where shelter not like 'feathers%',2,0,4,0,0,8,1,1,1,0,0,45,0,0,1,4.04305126783455,5.522643883333643
10818,-1354   )    )    or 8571  =  8571--,0,0,6,1,0,6,0,1,3,0,0,2,12,0,0,3.58351893845611,4.717530264472627
24026,select nearby ( s )  from thumb union,0,0,2,0,0,7,0,0,0,0,0,27,0,0,1,3.610917912644224,4.764024421755989
29760,"insert into trip  ( slight, organized, duck )  values  ( 'made', 'previous', 'gather' )  ",6,0,14,0,0,14,0,0,0,0,0,57,0,0,0,4.48863636973214,6.357017110069445
5850,"1'  )   as tygi where 9891  =  9891 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  --",1,0,35,1,0,63,0,1,4,0,0,110,63,0,7,5.7899601708972535,9.131391270486173
12147,"c/ pozo seco 37, 6-d",0,0,3,0,0,4,0,0,2,0,0,10,3,0,0,2.995732273553991,3.7638991627446954
7544,"-6550'  )   where 1675  =  1675 union all select 1675,1675,1675,1675,1675,1675,1675--",1,0,12,1,0,9,0,0,3,0,0,19,40,0,1,4.442651256490317,6.268357393526619
30197,select * from dress where memory not between 'knowledge' and 'broke',4,0,5,0,0,10,0,2,1,0,0,53,0,0,1,4.219507705176107,5.846543550882007
8021,"-6118 union all select 5906,5906,5906,5906,5906#",0,0,6,0,0,4,0,0,1,0,0,14,24,0,1,3.871201010907891,5.215173163969822
22751,select water ( s )  from conversation union all,0,0,2,0,0,8,0,0,0,0,0,36,0,0,1,3.8501476017100575,5.178036175455065
20393,select * from good,0,0,1,0,0,3,0,0,1,0,0,14,0,0,1,2.8903717578961645,3.6015010896570807
22677,select * from storm order by fifty,0,0,1,0,0,6,0,0,1,0,0,27,0,0,2,3.5263605246161616,4.621137163019105
2852,"1%'   )    )     )   and make_set  (  1543  =  5817,5817  )   and    (    (     (  '%'  =  '",4,0,18,0,0,17,2,2,0,0,0,13,13,0,0,4.5217885770490405,6.42130769614405
23350,select distinct shadow from dog,0,0,0,0,0,4,0,0,0,0,0,27,0,0,1,3.4339872044851463,4.467059038127735
17161,kofoed@serviconlevante.mr,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,3.218875824868201,4.116261188933881
8898,"  (  updatexml  (  8862,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  8862  =  8862,1   )    )     )  ,0x717a767a71  )  ,8981   )    )   ",0,0,19,0,0,23,0,0,0,0,1,31,38,0,1,4.976733742420574,7.335959393126002
11766,micr6pil8,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,2.19722457733622,2.593591245490939
29777,select min ( deeply )  as speak from lion,0,0,2,0,0,8,0,0,0,0,0,30,0,0,1,3.713572066704308,4.939896154656966
17376,"calle catedratico eugenio ubeda romero, s/n,",0,0,3,0,0,5,0,0,1,0,0,36,0,0,0,3.784189633918261,5.062431490914847
20350,"  select * from teach where atomic not in  ( 'beginning', 'press', 'bag' )  ",6,0,11,0,0,14,0,1,1,0,0,48,0,0,1,4.330733340286331,6.055066595411042
4162,"1'   )    )     )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  'qpuy'  =  'qpuy",4,0,38,0,0,48,0,2,2,0,1,59,71,0,4,5.69035945432406,8.899787382559124
3699,"1%'   )    )     )   union all select null,null,null,null,null,null#",1,0,11,0,0,7,1,0,0,6,0,38,1,6,1,4.219507705176107,5.846543550882007
29570,select * from deeply,0,0,1,0,0,3,0,0,1,0,0,16,0,0,1,2.995732273553991,3.7638991627446954
8284,"1 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  ",0,0,47,0,0,75,0,1,10,0,0,92,47,12,2,5.84354441703136,9.257402075112008
14917,grifeo@lalectura.af,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,2.9444389791664403,3.684523708911846
11871,0e06u8s17,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,2.19722457733622,2.593591245490939
8387,1'  )   where 4277  =  4277 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,1,0,61,1,0,74,0,11,2,0,0,96,53,10,1,5.8971538676367405,9.384469403433624
15728,c356conio,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,2.19722457733622,2.593591245490939
22811,select * from feet where hearing not like '[ought]%',2,0,6,0,0,8,1,1,1,0,0,38,0,0,1,3.951243718581428,5.357417698153898
13570,boquieni,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
12715,navas de jorquera,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,2.833213344056216,3.514446415767603
21476,select park from divide,0,0,0,0,0,3,0,0,0,0,0,20,0,0,1,3.1354942159291497,3.983240309714999
27952,"  select water as dug, composition as [situation]  from nodded",0,0,3,0,0,9,0,0,0,0,0,48,0,0,1,4.127134385045092,5.675937336868984
18651,44494,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
18397,ratcliffe@921.uk,0,0,2,0,0,0,0,0,0,0,0,11,3,0,0,2.772588722239781,3.4229084603450888
22037,"select * from cow where torn between ""butter"" and    ""refused""",0,4,5,0,0,9,0,1,1,0,0,45,0,0,1,4.127134385045092,5.675937336868984
12098,palacn aucapia,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,2.6390573296152584,3.2241419783899143
16679,33279,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
343, or 1  =  1--,0,0,3,1,0,4,0,1,2,0,0,2,2,0,0,2.5649493574615367,3.1155015354702966
10129,"1' where 5786  =  5786 and elt  (  1210  =  1210,sleep  (  5   )    )   --",1,0,10,1,0,15,0,1,2,0,0,16,18,0,0,4.30406509320417,6.004758445183105
7906," end and    (    (   ""kvts"" like ""kvts",0,3,5,0,0,7,0,1,0,0,0,18,0,0,0,3.6375861597263857,4.809458789423759
17580,e57ol40,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1.9459101490553128,2.25279015210122
8108,"1'   )    )     )   or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,0,19,1,0,24,0,1,3,0,0,71,9,0,2,4.983606621708336,7.350251518992875
12391,decuir,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
13481,abaeto sanchon,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,2.6390573296152584,3.2241419783899143
21674,select prepare from nuts,0,0,0,0,0,3,0,0,0,0,0,21,0,0,1,3.1780538303479458,4.05093304771096
16272,"sierra de la estrella, 86,",0,0,2,0,0,4,0,0,0,0,0,18,2,0,0,3.258096538021482,4.179397132269193
29351,select distinct smell from equator,0,0,0,0,0,4,0,0,0,0,0,30,0,0,1,3.5263605246161616,4.621137163019105
9229,"1,  (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  9693  =  9693,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  ",0,0,28,0,0,38,0,0,2,0,1,46,71,0,4,5.468060141135132,8.39493882032547
1804,1'   )    )     )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  'mfmk'  =  'mfmk,4,0,77,0,0,96,0,15,0,0,0,112,51,13,2,6.111467339502679,9.902567024429615
6758,1'+  (  select 'jmdl' where 7827  =  7827,3,0,6,0,0,7,0,0,1,0,0,15,9,0,1,3.713572066704308,4.939896154656966
23607,select * from consider where bone in  ( select walk from down ) ,0,0,3,0,0,13,0,0,1,0,0,47,0,0,2,4.158883083359672,5.734313559436426
14625,piedramillera,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2.5649493574615367,3.1155015354702966
29518,select count ( soldier )  from farmer,0,0,2,0,0,6,0,0,0,0,0,28,0,0,2,3.610917912644224,4.764024421755989
3465,"1 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   # fmxq",0,0,17,0,0,22,0,1,0,0,1,41,35,0,1,4.976733742420574,7.335959393126002
2672,"-6220' union all select 1462,1462#",1,0,4,0,0,4,0,0,1,0,0,14,12,0,1,3.5263605246161616,4.621137163019105
20161,select column_name ( s ) from table1inner join,0,0,3,0,0,7,0,0,0,0,0,35,1,0,2,3.828641396489095,5.140218969441503
3945,select   (  case when   (  4205  =  9574  )   then 4205 else 1/  (  select 0  )   end  )  --,0,0,10,1,0,19,0,0,3,0,0,31,14,0,2,4.5217885770490405,6.42130769614405
16289,pettingill@demasiado.com.bv,0,0,3,0,0,0,0,0,0,0,0,24,0,0,0,3.295836866004329,4.240494654101009
23789,select * from figure where moving = 'view' limit 3,2,0,4,0,0,9,0,0,1,0,0,36,1,0,1,3.912023005428146,5.287509109454676
17086,mebine,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
6184,select   (  case when   (  5704  =  4125  )   then 5704 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,0,0,12,1,0,28,0,0,3,0,0,56,14,0,2,4.890349128221754,7.157548893414895
19125,grant connect to name; grant resource to name;,0,0,2,0,0,7,0,0,0,0,0,37,0,0,0,3.828641396489095,5.140218969441503
9675,"1""  )   as mwja where 7881  =  7881 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  --",0,1,35,1,0,63,0,1,4,0,0,110,63,0,7,5.7899601708972535,9.131391270486173
23204,select * from control where telephone not like '[unless]%',2,0,6,0,0,8,1,1,1,0,0,44,0,0,1,4.060443010546419,5.554195840989334
17695,"calle palmito, s/n, 12?g",0,0,4,0,0,3,0,0,1,0,0,15,2,0,0,3.1780538303479458,4.05093304771096
14657,kaneko,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
7512,"1   )    )    as hrks where 7637  =  7637 or elt  (  6272  =  6272,sleep  (  5   )    )   --",0,0,11,1,0,19,0,1,2,0,0,21,18,0,0,4.5217885770490405,6.42130769614405
15525,"c/ avi xaxu, 157,",0,0,3,0,0,3,0,0,1,0,0,8,3,0,0,2.833213344056216,3.514446415767603
6447,-2504'   )    )     )   or 8723  =  9715,1,0,6,0,0,7,0,1,1,0,0,2,12,0,0,3.688879454113936,4.897348914472564
21153,select count ( paintid ) from get,0,0,2,0,0,6,0,0,0,0,0,25,0,0,2,3.49650756146648,4.571113592379885
22690,select needle ( s )  from catch,0,0,2,0,0,6,0,0,0,0,0,22,0,0,1,3.4339872044851463,4.467059038127735
19290,"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 367676 )  order by meta_id asc",0,0,10,0,0,15,0,0,0,0,0,71,6,0,2,4.6443908991413725,6.6618055138595045
7840,"-9582'  )   where 4397  =  4397 union all select 4397,4397,4397#",1,0,7,0,0,9,0,0,1,0,0,19,24,0,1,4.158883083359672,5.734313559436426
2932,-7971' union all select 4273#,1,0,3,0,0,4,0,0,1,0,0,14,8,0,1,3.367295829986474,4.357111686472804
6959,"1  )   as kqas where 7302  =  7302 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",0,0,14,1,0,23,0,1,3,0,0,43,21,0,2,4.8283137373023015,7.030817503794459
763," select * from users where id  =  '1' union select   (  1  )  ,banner from v$version where rownum  =  1 -- 1'",3,0,12,1,0,22,0,0,3,0,0,62,4,0,2,4.691347882229144,6.755070870794325
10847,-4389'   )    )     )   or   (  1139  =  3499  )  *3499 and    (    (     (  'qoch'  =  'qoch,4,0,16,0,0,17,0,2,2,0,0,13,16,0,0,4.532599493153256,6.442340659113198
8641,"1""  )   where 3058  =  3058 union all select null--",0,1,5,1,0,9,0,0,2,1,0,23,9,1,1,3.9318256327243257,5.322755734775789
27065,"  select thrownid as id, beyond as surprise from ought",0,0,1,0,0,9,0,0,0,0,0,43,0,0,1,3.9889840465642745,5.42506920217274
8193,"-5014%""   )    )     )   or 3348  =  2430--",0,1,9,1,0,7,1,1,3,0,0,2,12,0,0,3.7612001156935615,5.022400427811018
27384,select distinct effort from spell,0,0,0,0,0,4,0,0,0,0,0,29,0,0,1,3.49650756146648,4.571113592379885
15441,gusta mont,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,2.302585092994046,2.7402564225600523
19883,"  select least ( ""w3schools.com"", ""microsoft.com"", ""apple.com"" ) ;",0,6,14,0,0,8,0,0,0,0,0,42,1,0,1,4.189654742026425,5.791153910047609
66,""" or 0  =  0 --",0,1,4,1,0,5,0,1,2,0,0,2,2,0,0,2.70805020110221,3.326353218260614
23790,select * from nervous where broke = 'repeat' fetch first 3 rows only,2,0,4,0,0,12,0,0,1,0,0,51,1,0,3,4.219507705176107,5.846543550882007
15617,46198,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
28708,select * from choose where straw = 'wire' limit 3,2,0,4,0,0,9,0,0,1,0,0,35,1,0,1,3.8918202981106265,5.251655965920898
29801,select * from private where mental in  ( select thousand from silence ) ,0,0,3,0,0,13,0,0,1,0,0,55,0,0,2,4.276666119016055,5.953276820822519
11828,rasmia,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
10137,"1%'   )    )     )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,0,18,1,0,22,1,1,3,0,0,64,8,0,2,4.90527477843843,7.188213210536463
4469,"1""   )    )    as cduw where 4495  =  4495",0,1,4,0,0,8,0,0,0,0,0,11,9,0,0,3.737669618283368,4.981567234930947
11049, (  select   (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3287  =  3287  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     ) ,0,0,55,0,0,67,0,10,0,0,0,65,40,10,2,5.720311776607412,8.969080006802729
27882,select * from anyway where master = 'title',2,0,4,0,0,7,0,0,1,0,0,32,0,0,1,3.7612001156935615,5.022400427811018
19458,select wp_posts.* from wp_posts where id in  ( 367657 ) ,0,0,6,0,0,10,0,0,1,0,0,33,6,0,1,4.02535169073515,5.490616172199279
5916,"1 where 7362  =  7362 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",2,0,16,1,0,21,0,1,3,0,0,37,23,0,0,4.820281565605037,7.014493020202725
21447,select avg ( layers ) from lady select sum ( writing ) ,0,0,4,0,0,12,0,0,0,0,0,39,0,0,4,4.007333185232471,5.458096843121287
18060,stratten,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
21071,select shelf ( s )  from none union all,0,0,2,0,0,8,0,0,0,0,0,28,0,0,1,3.6635616461296463,4.853884482035236
24065,delete from piece,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,2.833213344056216,3.514446415767603
25695,select easier ( s from giving right join,0,0,1,0,0,7,0,0,0,0,0,32,0,0,2,3.688879454113936,4.897348914472564
14345,mccollum,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
6176,"1   )    )    as npdl where 5796  =  5796 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",0,0,16,1,0,27,0,1,3,0,0,83,16,0,2,5.099866427824199,7.594214353263836
30568,select * from sharp where cool = 'start' limit 3,2,0,4,0,0,9,0,0,1,0,0,34,1,0,1,3.871201010907891,5.215173163969822
27675,select * from determine fetch first 50 percent rows only,0,0,1,0,0,9,0,0,1,0,0,44,2,0,3,4.02535169073515,5.490616172199279
23778,select * from by where quickly = 'pain' limit 3,2,0,4,0,0,9,0,0,1,0,0,33,1,0,1,3.8501476017100575,5.178036175455065
6961,"1%""   )    )     )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",0,1,22,1,0,21,1,1,3,0,0,63,10,0,2,4.934473933130692,7.248396945100476
3325,"1""  )   where 4964  =  4964",0,1,3,0,0,5,0,0,0,0,0,5,9,0,0,3.295836866004329,4.240494654101009
1951,"1%""   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #",0,1,14,0,0,19,1,1,1,0,0,27,2,0,2,4.5217885770490405,6.42130769614405
20066,"  select yearweek ( ""2017-06-15"" ) ;",0,2,7,0,0,6,0,0,2,0,0,14,8,0,1,3.58351893845611,4.717530264472627
29586,select top 3 * from knife select * from wagon 3select * from proper,0,0,3,0,0,13,0,0,3,0,0,49,2,0,3,4.204692619390966,5.819025031871101
9514,-1188   )    )    union all select 4711--,0,0,5,1,0,6,0,0,3,0,0,14,8,0,1,3.713572066704308,4.939896154656966
28241,select avg ( buy ) from equally select sum ( interior ) ,0,0,4,0,0,12,0,0,0,0,0,40,0,0,4,4.02535169073515,5.490616172199279
16761,arre,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.3862943611198906,1.5376610839645055
29304,select avg ( clear )  from problem  select sum ( plane ) ,0,0,4,0,0,12,0,0,0,0,0,39,0,0,4,4.04305126783455,5.522643883333643
18862,03291016s,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
12410,ten.tar,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1.9459101490553128,2.25279015210122
11821,mary-ann,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,2.079441541679836,2.432300417938136
7493,"1""   )    )    and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",0,1,10,0,0,13,0,1,0,0,1,16,21,0,0,4.394449154672439,6.17606445953937
4768,"-2112 union all select 2995,2995,2995,2995,2995--",0,0,7,1,0,4,0,0,3,0,0,14,24,0,1,3.8918202981106265,5.251655965920898
24459,select quick ( s )  from distant,0,0,2,0,0,6,0,0,0,0,0,23,0,0,1,3.4657359027997265,4.519779854678687
12550,dellinge,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
4135,"1""   )    )    and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (   ""tbdl"" like ""tbdl",0,4,38,0,0,63,0,2,2,0,0,114,55,0,7,5.823045895483019,9.20907968401118
3990,"1"" or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and ""vwep"" like ""vwep",0,4,15,0,0,22,0,2,1,0,0,79,8,0,2,4.919980925828125,7.218492443414831
18429,54011879j,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
28273,select count ( * )  as remember,0,0,3,0,0,6,0,0,1,0,0,21,0,0,2,3.4339872044851463,4.467059038127735
6975,1'||  (  select 'gbyh' from dual where 5889  =  5889 order by 1#,3,0,8,0,0,12,0,1,0,0,0,30,10,0,2,4.158883083359672,5.734313559436426
27519,select min ( large )  as hardly from century,0,0,2,0,0,8,0,0,0,0,0,33,0,0,1,3.784189633918261,5.062431490914847
25056,select * from strip fetch first 50 percent rows only,0,0,1,0,0,9,0,0,1,0,0,40,2,0,3,3.951243718581428,5.357417698153898
8876,"1'+  (  select mkbv where 1648  =  1648 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,0,19,1,0,28,0,1,4,0,0,87,17,0,3,5.117993812416755,7.632630520274673
22398,select * from bone fetch first 3 rows only,0,0,1,0,0,8,0,0,1,0,0,32,1,0,3,3.737669618283368,4.981567234930947
18918,19275,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
14828,tripicallero,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2.4849066497880004,2.999482870035824
16680,revesa,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
1255,1'  )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  'lnte'  =  'lnte,4,0,63,0,0,74,0,12,0,0,0,102,45,10,1,5.908082938168931,9.410497051092
29251,select these from change,0,0,0,0,0,3,0,0,0,0,0,21,0,0,1,3.1780538303479458,4.05093304771096
28927,select * from chart where inch between never09/01/1996mean and done15/31/1996noise,0,0,5,0,0,9,0,1,5,0,0,52,16,1,1,4.406719247264253,6.199496085735905
22088," select * from felt order by mind asc, buy desc",0,0,2,0,0,10,0,0,1,0,0,35,0,0,2,3.8501476017100575,5.178036175455065
26083,"  select three as halfway, pipe as [burn]  from fallen",0,0,3,0,0,9,0,0,0,0,0,40,0,0,1,3.9889840465642745,5.42506920217274
23183,select * from  ( select flies from keep ) ,0,0,3,0,0,9,0,0,1,0,0,29,0,0,2,3.737669618283368,4.981567234930947
15674,"cuesta de la baronesa, 192",0,0,1,0,0,4,0,0,0,0,0,18,3,0,0,3.258096538021482,4.179397132269193
16796,93640511j,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
2603,1'   )    )    as iuta where 1482  =  1482,1,0,4,0,0,8,0,0,0,0,0,11,9,0,0,3.737669618283368,4.981567234930947
23674,select top 3 * from program,0,0,1,0,0,5,0,0,1,0,0,20,1,0,2,3.295836866004329,4.240494654101009
969,"1""   )    )    as klie where 2840  =  2840 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",0,1,11,0,0,19,0,1,0,0,1,28,27,0,0,4.68213122712422,6.736714051207547
16284,agalladura,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2.302585092994046,2.7402564225600523
4935,"1%""   )    )     )   and 7758  =  4792 and    (    (     (  ""%""  =  """,0,4,14,0,0,14,2,2,0,0,0,6,9,0,0,4.23410650459726,5.873719016140452
